"","ensembl_gene_id","hgnc_symbol"
"16912","ENSG00000250472","TRIM36-IT1"
"16913","ENSG00000250475","RPL6P11"
"16914","ENSG00000250480","RLIG1P1"
"16915","ENSG00000250481",""
"16916","ENSG00000250482","DUX4L51"
"16917","ENSG00000250484","PPIAP76"
"16918","ENSG00000250485","EXOC7P1"
"16919","ENSG00000250486","FAM218A"
"16920","ENSG00000250488","LINC02233"
"16921","ENSG00000250490","LINC02145"
"16922","ENSG00000250492","INTS6P1"
"16923","ENSG00000250496","ABT1P1"
"16924","ENSG00000250500",""
"16925","ENSG00000250501",""
"16926","ENSG00000250503",""
"16927","ENSG00000250504","KRT18P51"
"16928","ENSG00000250509",""
"16929","ENSG00000250511",""
"16930","ENSG00000250515",""
"16931","ENSG00000250522",""
"16932","ENSG00000250523",""
"16933","ENSG00000250524",""
"16934","ENSG00000250526","CCT6P2"
"16935","ENSG00000250529","LINC02121"
"16936","ENSG00000250538","NPY2R-AS1"
"16937","ENSG00000250539","KRT8P33"
"16938","ENSG00000250540",""
"16939","ENSG00000250544","LINC02059"
"16940","ENSG00000250546","LINC02994"
"16941","ENSG00000250547",""
"16942","ENSG00000250551","MIR583HG"
"16943","ENSG00000250555",""
"16944","ENSG00000250556","CCDC34P1"
"16945","ENSG00000250564","LINC02999"
"16946","ENSG00000250567",""
"16947","ENSG00000250572",""
"16948","ENSG00000250574",""
"16949","ENSG00000250576",""
"16950","ENSG00000250577",""
"16951","ENSG00000250579","ADAMTS16-DT"
"16952","ENSG00000250582","SMAD1-AS2"
"16953","ENSG00000250583",""
"16954","ENSG00000250584","LINC01511"
"16955","ENSG00000250585","LINC00604"
"16956","ENSG00000250587","HPRT1P2"
"16957","ENSG00000250590","LINC02492"
"16958","ENSG00000250594","RNF14P2"
"16959","ENSG00000250596",""
"16960","ENSG00000250600","ROPN1L-AS1"
"16961","ENSG00000250602",""
"16962","ENSG00000250603",""
"16963","ENSG00000250604",""
"16964","ENSG00000250609","WDR77P1"
"16965","ENSG00000250615",""
"16966","ENSG00000250619",""
"16967","ENSG00000250620","LINC02515"
"16968","ENSG00000250622",""
"16969","ENSG00000250626",""
"16970","ENSG00000250627","TTC39CP1"
"16971","ENSG00000250629",""
"16972","ENSG00000250635","CXXC5-AS1"
"16973","ENSG00000250636",""
"16974","ENSG00000250645",""
"16975","ENSG00000250650",""
"16976","ENSG00000250651","PABPC1P7"
"16977","ENSG00000250655",""
"16978","ENSG00000250658",""
"16979","ENSG00000250662","HNRNPKP5"
"16980","ENSG00000250665",""
"16981","ENSG00000250666","LINC01596"
"16982","ENSG00000250667",""
"16983","ENSG00000250668","LINC02123"
"16984","ENSG00000250669",""
"16985","ENSG00000250670",""
"16986","ENSG00000250672",""
"16987","ENSG00000250673","REELD1"
"16988","ENSG00000250674",""
"16989","ENSG00000250677",""
"16990","ENSG00000250678",""
"16991","ENSG00000250682","LINC00491"
"16992","ENSG00000250687","NAIPP1"
"16993","ENSG00000250692",""
"16994","ENSG00000250693","RPF2P2"
"16995","ENSG00000250694",""
"16996","ENSG00000250697",""
"16997","ENSG00000250698",""
"16998","ENSG00000250703",""
"16999","ENSG00000250704",""
"17000","ENSG00000250705","H3P23"
"17001","ENSG00000250706",""
"17002","ENSG00000250708","LINC02269"
"17003","ENSG00000250711","PRELID3BP7"
"17004","ENSG00000250712",""
"17005","ENSG00000250715","H3P22"
"17006","ENSG00000250716","LINC01017"
"17007","ENSG00000250721","HMGB1P22"
"17008","ENSG00000250722","SELENOP"
"17009","ENSG00000250725",""
"17010","ENSG00000250726",""
"17011","ENSG00000250728",""
"17012","ENSG00000250730","HMGB3P3"
"17013","ENSG00000250732","RPEP1"
"17014","ENSG00000250739","LINC01262"
"17015","ENSG00000250740",""
"17016","ENSG00000250746",""
"17017","ENSG00000250747",""
"17018","ENSG00000250749",""
"17019","ENSG00000250754","LINC02436"
"17020","ENSG00000250761",""
"17021","ENSG00000250764",""
"17022","ENSG00000250765","SEPTIN14P5"
"17023","ENSG00000250767","FHP2"
"17024","ENSG00000250771",""
"17025","ENSG00000250772","LINC01365"
"17026","ENSG00000250777",""
"17027","ENSG00000250782","TAF11L14"
"17028","ENSG00000250786","SNHG18"
"17029","ENSG00000250787","HMGN1P17"
"17030","ENSG00000250791",""
"17031","ENSG00000250801","THOC3-AS1"
"17032","ENSG00000250802","ZBED3-AS1"
"17033","ENSG00000250803","ZNF475"
"17034","ENSG00000250806",""
"17035","ENSG00000250808","MTCO2P30"
"17036","ENSG00000250813","SERF1AP1"
"17037","ENSG00000250814","LINC02221"
"17038","ENSG00000250816","DCAF13P2"
"17039","ENSG00000250820",""
"17040","ENSG00000250822","LINC02111"
"17041","ENSG00000250826","HNRNPA3P13"
"17042","ENSG00000250827","MFSD4BP1"
"17043","ENSG00000250829",""
"17044","ENSG00000250830","MRPS35P2"
"17045","ENSG00000250831",""
"17046","ENSG00000250834","KRT18P54"
"17047","ENSG00000250835","LSM3P4"
"17048","ENSG00000250839",""
"17049","ENSG00000250842",""
"17050","ENSG00000250847",""
"17051","ENSG00000250848","PPP4R2P1"
"17052","ENSG00000250853","RNF138P1"
"17053","ENSG00000250855",""
"17054","ENSG00000250859","HNRNPKP1"
"17055","ENSG00000250860",""
"17056","ENSG00000250862","HMGB1P29"
"17057","ENSG00000250865",""
"17058","ENSG00000250866",""
"17059","ENSG00000250874",""
"17060","ENSG00000250882",""
"17061","ENSG00000250885","LINC02061"
"17062","ENSG00000250886",""
"17063","ENSG00000250887",""
"17064","ENSG00000250888","LINC01455"
"17065","ENSG00000250891","LINC02208"
"17066","ENSG00000250895","TUBAP15"
"17067","ENSG00000250897","HMGB3P15"
"17068","ENSG00000250900","TRIM7-AS1"
"17069","ENSG00000250902","SMAD1-AS1"
"17070","ENSG00000250903","GMDS-DT"
"17071","ENSG00000250905",""
"17072","ENSG00000250908",""
"17073","ENSG00000250909",""
"17074","ENSG00000250910","MAP9-AS1"
"17075","ENSG00000250914",""
"17076","ENSG00000250920",""
"17077","ENSG00000250921","LINC02063"
"17078","ENSG00000250922","ATP5F1EP1"
"17079","ENSG00000250928","CATSPER2P2"
"17080","ENSG00000250938","MAD2L1-DT"
"17081","ENSG00000250945",""
"17082","ENSG00000250947","TRPC7-AS2"
"17083","ENSG00000250949",""
"17084","ENSG00000250950",""
"17085","ENSG00000250955",""
"17086","ENSG00000250956",""
"17087","ENSG00000250957",""
"17088","ENSG00000250958","LINC00492"
"17089","ENSG00000250961","RMEL3"
"17090","ENSG00000250966","H3P14"
"17091","ENSG00000250968","LINC02382"
"17092","ENSG00000250969",""
"17093","ENSG00000250971",""
"17094","ENSG00000250972","CKS1BP5"
"17095","ENSG00000250974","LINC02196"
"17096","ENSG00000250977",""
"17097","ENSG00000250978",""
"17098","ENSG00000250980","NSA2P6"
"17099","ENSG00000250981","MARCHF11-AS1"
"17100","ENSG00000250984",""
"17101","ENSG00000250992",""
"17102","ENSG00000250993",""
"17103","ENSG00000250994",""
"17104","ENSG00000250997",""
"17105","ENSG00000250999",""
"17106","ENSG00000251000","GGCTP1"
"17107","ENSG00000251001",""
"17108","ENSG00000251005","H3P15"
"17109","ENSG00000251008","LTO1P1"
"17110","ENSG00000251010",""
"17111","ENSG00000251014","TMEM183AP6"
"17112","ENSG00000251018","HMMR-AS1"
"17113","ENSG00000251019","HIGD1AP13"
"17114","ENSG00000251022","THAP9-AS1"
"17115","ENSG00000251023",""
"17116","ENSG00000251025","NDUFB5P1"
"17117","ENSG00000251026","NIHCOLE"
"17118","ENSG00000251027","LINC01950"
"17119","ENSG00000251031",""
"17120","ENSG00000251032","CUL1P1"
"17121","ENSG00000251033",""
"17122","ENSG00000251035","WBP1LP4"
"17123","ENSG00000251045","SLC25A48-AS1"
"17124","ENSG00000251046","ZNF969P"
"17125","ENSG00000251050","RBX1P2"
"17126","ENSG00000251051","ELL2P2"
"17127","ENSG00000251054",""
"17128","ENSG00000251059","PRKG2-AS1"
"17129","ENSG00000251061","LINC02512"
"17130","ENSG00000251062",""
"17131","ENSG00000251066",""
"17132","ENSG00000251072","LMNB1-DT"
"17133","ENSG00000251073","NUDT19P5"
"17134","ENSG00000251076",""
"17135","ENSG00000251078","SLC25A5P9"
"17136","ENSG00000251081",""
"17137","ENSG00000251093",""
"17138","ENSG00000251095",""
"17139","ENSG00000251099",""
"17140","ENSG00000251102","CTBP2P4"
"17141","ENSG00000251107","PDCD5P2"
"17142","ENSG00000251108","YBX1P5"
"17143","ENSG00000251112",""
"17144","ENSG00000251118","H3P24"
"17145","ENSG00000251122","NIFKP2"
"17146","ENSG00000251123",""
"17147","ENSG00000251125",""
"17148","ENSG00000251126",""
"17149","ENSG00000251128","WWC2-AS1"
"17150","ENSG00000251131",""
"17151","ENSG00000251132",""
"17152","ENSG00000251135",""
"17153","ENSG00000251139",""
"17154","ENSG00000251141","MRPS30-DT"
"17155","ENSG00000251144",""
"17156","ENSG00000251147","TRPC6P7"
"17157","ENSG00000251149","MTND5P5"
"17158","ENSG00000251155","SEPTIN14P4"
"17159","ENSG00000251158",""
"17160","ENSG00000251162",""
"17161","ENSG00000251163","PRELID3BP4"
"17162","ENSG00000251165","F11-AS1"
"17163","ENSG00000251168",""
"17164","ENSG00000251169","LINC01843"
"17165","ENSG00000251170",""
"17166","ENSG00000251171",""
"17167","ENSG00000251174","TSEN2P1"
"17168","ENSG00000251175","GSTCD-AS1"
"17169","ENSG00000251176",""
"17170","ENSG00000251183","LINC01861"
"17171","ENSG00000251187",""
"17172","ENSG00000251189",""
"17173","ENSG00000251193",""
"17174","ENSG00000251195",""
"17175","ENSG00000251196",""
"17176","ENSG00000251199",""
"17177","ENSG00000251200",""
"17178","ENSG00000251201","TMED7-TICAM2"
"17179","ENSG00000251204",""
"17180","ENSG00000251205",""
"17181","ENSG00000251206","TILRLS"
"17182","ENSG00000251211",""
"17183","ENSG00000251213",""
"17184","ENSG00000251214",""
"17185","ENSG00000251215","GOLGA5P1"
"17186","ENSG00000251216",""
"17187","ENSG00000251219","LINC01217"
"17188","ENSG00000251221","LINC01337"
"17189","ENSG00000251223","MTCO1P9"
"17190","ENSG00000251228",""
"17191","ENSG00000251230","MIR3945HG"
"17192","ENSG00000251235","SNRPCP2"
"17193","ENSG00000251237","B3GNTL1P1"
"17194","ENSG00000251243",""
"17195","ENSG00000251244",""
"17196","ENSG00000251248",""
"17197","ENSG00000251249","LINC03074"
"17198","ENSG00000251250",""
"17199","ENSG00000251253","MTHFD2P4"
"17200","ENSG00000251254","GTF2F2P1"
"17201","ENSG00000251257",""
"17202","ENSG00000251259",""
"17203","ENSG00000251260","WDFY3-AS1"
"17204","ENSG00000251261","OR7H2P"
"17205","ENSG00000251273","LINC02228"
"17206","ENSG00000251279","SMIM15-AS1"
"17207","ENSG00000251281",""
"17208","ENSG00000251283","LINC02272"
"17209","ENSG00000251285",""
"17210","ENSG00000251288",""
"17211","ENSG00000251291","LINC02462"
"17212","ENSG00000251293",""
"17213","ENSG00000251294",""
"17214","ENSG00000251297","TUBB7P"
"17215","ENSG00000251298","TMEM184C-DT"
"17216","ENSG00000251300",""
"17217","ENSG00000251303","CAB39P1"
"17218","ENSG00000251306","NDUFB4P2"
"17219","ENSG00000251307","CCNO-DT"
"17220","ENSG00000251308","MRPS33P3"
"17221","ENSG00000251309",""
"17222","ENSG00000251310",""
"17223","ENSG00000251311","LINC02214"
"17224","ENSG00000251312",""
"17225","ENSG00000251314",""
"17226","ENSG00000251320",""
"17227","ENSG00000251321","PCAT4"
"17228","ENSG00000251324","LINC01386"
"17229","ENSG00000251326","LINC02479"
"17230","ENSG00000251330",""
"17231","ENSG00000251333","RTN3P1"
"17232","ENSG00000251336","TENM3-AS2"
"17233","ENSG00000251340","MTCYBP35"
"17234","ENSG00000251342",""
"17235","ENSG00000251345","CDRT15P11"
"17236","ENSG00000251348","HSPD1P11"
"17237","ENSG00000251352",""
"17238","ENSG00000251356","RAB5CP2"
"17239","ENSG00000251359","WWC2-AS2"
"17240","ENSG00000251361",""
"17241","ENSG00000251365","LINC02236"
"17242","ENSG00000251366","DBIP2"
"17243","ENSG00000251367",""
"17244","ENSG00000251368",""
"17245","ENSG00000251370","SEMA5A-AS1"
"17246","ENSG00000251371",""
"17247","ENSG00000251372","LINC00499"
"17248","ENSG00000251374",""
"17249","ENSG00000251376",""
"17250","ENSG00000251377",""
"17251","ENSG00000251380","DCANP1"
"17252","ENSG00000251387",""
"17253","ENSG00000251388",""
"17254","ENSG00000251389","YTHDF1P1"
"17255","ENSG00000251391",""
"17256","ENSG00000251395","FTH1P9"
"17257","ENSG00000251398","LINC01256"
"17258","ENSG00000251399",""
"17259","ENSG00000251400","ALDH7A1P1"
"17260","ENSG00000251401",""
"17261","ENSG00000251405","NIPAL4-DT"
"17262","ENSG00000251407","MTND1P22"
"17263","ENSG00000251409",""
"17264","ENSG00000251411","ARPC1AP4"
"17265","ENSG00000251414",""
"17266","ENSG00000251416",""
"17267","ENSG00000251418","ASS1P8"
"17268","ENSG00000251419",""
"17269","ENSG00000251421",""
"17270","ENSG00000251423",""
"17271","ENSG00000251426",""
"17272","ENSG00000251429","AIDAP2"
"17273","ENSG00000251432","LINC02615"
"17274","ENSG00000251433","CCNHP1"
"17275","ENSG00000251435","C1GALT1P2"
"17276","ENSG00000251436","NUP58P1"
"17277","ENSG00000251437","NDUFS5P4"
"17278","ENSG00000251440","STMN1P2"
"17279","ENSG00000251441","RTEL1P1"
"17280","ENSG00000251442","LINC01094"
"17281","ENSG00000251443","LINC02160"
"17282","ENSG00000251445","CBR4-DT"
"17283","ENSG00000251446",""
"17284","ENSG00000251449","MTND1P19"
"17285","ENSG00000251450","RASGRF2-AS1"
"17286","ENSG00000251452",""
"17287","ENSG00000251453","HAUS1P1"
"17288","ENSG00000251455",""
"17289","ENSG00000251456",""
"17290","ENSG00000251458",""
"17291","ENSG00000251463","FKBP4P1"
"17292","ENSG00000251464","RPL7L1P13"
"17293","ENSG00000251467","CTDNEP1P2"
"17294","ENSG00000251473",""
"17295","ENSG00000251476","MTCO1P31"
"17296","ENSG00000251477",""
"17297","ENSG00000251478",""
"17298","ENSG00000251482","AKIRIN2P1"
"17299","ENSG00000251483","LYPLA1P2"
"17300","ENSG00000251487",""
"17301","ENSG00000251488",""
"17302","ENSG00000251490",""
"17303","ENSG00000251492",""
"17304","ENSG00000251493","FOXD1"
"17305","ENSG00000251495","PPIAP11"
"17306","ENSG00000251504","LINC01099"
"17307","ENSG00000251506",""
"17308","ENSG00000251511",""
"17309","ENSG00000251513","LIX1-AS1"
"17310","ENSG00000251515","CFAP53P1"
"17311","ENSG00000251518","LINC02110"
"17312","ENSG00000251523",""
"17313","ENSG00000251526","LINC02435"
"17314","ENSG00000251532",""
"17315","ENSG00000251538","LINC02201"
"17316","ENSG00000251542","LINC01957"
"17317","ENSG00000251543","LINC02230"
"17318","ENSG00000251544","MTND5P12"
"17319","ENSG00000251545",""
"17320","ENSG00000251548",""
"17321","ENSG00000251549",""
"17322","ENSG00000251552","COQ10BP2"
"17323","ENSG00000251553","DDX18P4"
"17324","ENSG00000251555",""
"17325","ENSG00000251556",""
"17326","ENSG00000251566","HMGB1P35"
"17327","ENSG00000251567",""
"17328","ENSG00000251568","ALG3P1"
"17329","ENSG00000251571","DDX3P3"
"17330","ENSG00000251572",""
"17331","ENSG00000251573","LINC02106"
"17332","ENSG00000251574",""
"17333","ENSG00000251575","C5orf64-AS1"
"17334","ENSG00000251577","TACR3-AS1"
"17335","ENSG00000251583","MFFP2"
"17336","ENSG00000251584",""
"17337","ENSG00000251585",""
"17338","ENSG00000251586","TET2-AS1"
"17339","ENSG00000251591",""
"17340","ENSG00000251593","MSNP1"
"17341","ENSG00000251596","HADHAP1"
"17342","ENSG00000251597","RPL37P25"
"17343","ENSG00000251598",""
"17344","ENSG00000251599",""
"17345","ENSG00000251600",""
"17346","ENSG00000251601",""
"17347","ENSG00000251604","LINC01385"
"17348","ENSG00000251605",""
"17349","ENSG00000251609","SETP12"
"17350","ENSG00000251611","FHIP1A-DT"
"17351","ENSG00000251616",""
"17352","ENSG00000251619","LINC02508"
"17353","ENSG00000251620","STPG2-AS1"
"17354","ENSG00000251623",""
"17355","ENSG00000251627",""
"17356","ENSG00000251629","LINC02241"
"17357","ENSG00000251632","LINC02172"
"17358","ENSG00000251634","NAIPP4"
"17359","ENSG00000251636","LINC01218"
"17360","ENSG00000251643","COPS3P1"
"17361","ENSG00000251647",""
"17362","ENSG00000251648",""
"17363","ENSG00000251649","LINC02379"
"17364","ENSG00000251654",""
"17365","ENSG00000251656","PRELID3BP5"
"17366","ENSG00000251663","SUMO2P5"
"17367","ENSG00000251664","PCDHA12"
"17368","ENSG00000251666","ZNF346-IT1"
"17369","ENSG00000251667","BRCC3P1"
"17370","ENSG00000251668",""
"17371","ENSG00000251670",""
"17372","ENSG00000251675",""
"17373","ENSG00000251676","SNHG27"
"17374","ENSG00000251678",""
"17375","ENSG00000251680",""
"17376","ENSG00000251682",""
"17377","ENSG00000251687",""
"17378","ENSG00000251688","LINC02507"
"17379","ENSG00000251714","RN7SKP67"
"17380","ENSG00000251724","RNU7-175P"
"17381","ENSG00000251732","RN7SKP122"
"17382","ENSG00000251739","RNU6-1053P"
"17383","ENSG00000251741","RNU4ATAC13P"
"17384","ENSG00000251742","RN7SKP13"
"17385","ENSG00000251821","RNU6-583P"
"17386","ENSG00000251828",""
"17387","ENSG00000251842","RNU6-732P"
"17388","ENSG00000251856","MIR449C"
"17389","ENSG00000251873","RNA5SP182"
"17390","ENSG00000251874","RNU6-615P"
"17391","ENSG00000251878",""
"17392","ENSG00000251880","RNU7-75P"
"17393","ENSG00000251887","RNU6-760P"
"17394","ENSG00000251906","RNU6-351P"
"17395","ENSG00000251951","RN7SKP34"
"17396","ENSG00000251961","RNU6ATAC13P"
"17397","ENSG00000251975","RNU6-718P"
"17398","ENSG00000251983","RN7SKP157"
"17399","ENSG00000251990","RNA5SP180"
"17400","ENSG00000251998","RNU6-168P"
"17401","ENSG00000252014",""
"17402","ENSG00000252030","RNU6-1196P"
"17403","ENSG00000252062","RNU6-469P"
"17404","ENSG00000252068","RNU6-390P"
"17405","ENSG00000252083",""
"17406","ENSG00000252087","RN7SKP248"
"17407","ENSG00000252108","RNU6-1232P"
"17408","ENSG00000252136",""
"17409","ENSG00000252157","RNU6-479P"
"17410","ENSG00000252169","RNA5SP200"
"17411","ENSG00000252183","RNU6-948P"
"17412","ENSG00000252185","RNU6-752P"
"17413","ENSG00000252202",""
"17414","ENSG00000252213","SNORA74D"
"17415","ENSG00000252233","RN7SKP253"
"17416","ENSG00000252275","RNU7-192P"
"17417","ENSG00000252322","RN7SKP244"
"17418","ENSG00000252337",""
"17419","ENSG00000252341",""
"17420","ENSG00000252342","RNA5SP164"
"17421","ENSG00000252343","RNU2-34P"
"17422","ENSG00000252350","RPPH1-3P"
"17423","ENSG00000252362","RNU6-506P"
"17424","ENSG00000252373","RNU6-358P"
"17425","ENSG00000252451","RNA5SP168"
"17426","ENSG00000252458",""
"17427","ENSG00000252460","RNU6-635P"
"17428","ENSG00000252464","RN7SKP70"
"17429","ENSG00000252470","RNU6-551P"
"17430","ENSG00000252503","RNU6-531P"
"17431","ENSG00000252514","RNU7-53P"
"17432","ENSG00000252524",""
"17433","ENSG00000252533","RNU6-572P"
"17434","ENSG00000252544","RNU6-1282P"
"17435","ENSG00000252548","RNU7-149P"
"17436","ENSG00000252601",""
"17437","ENSG00000252604","RNU2-44P"
"17438","ENSG00000252671",""
"17439","ENSG00000252684","RNU6ATAC36P"
"17440","ENSG00000252739","RNU7-151P"
"17441","ENSG00000252757","RN7SKP96"
"17442","ENSG00000252762",""
"17443","ENSG00000252794","RN7SKP60"
"17444","ENSG00000252833","RNA5SP186"
"17445","ENSG00000252861","RNU6-448P"
"17446","ENSG00000252867","RNU6-909P"
"17447","ENSG00000252881","RNU6-334P"
"17448","ENSG00000252898","RNU6-1096P"
"17449","ENSG00000252904",""
"17450","ENSG00000252908","RNU6-1003P"
"17451","ENSG00000252951","RNA5SP165"
"17452","ENSG00000252959","RNA5SP170"
"17453","ENSG00000253000","RNU1-45P"
"17454","ENSG00000253001","RN7SKP105"
"17455","ENSG00000253013",""
"17456","ENSG00000253015","RN7SKP64"
"17457","ENSG00000253019","RN7SKP35"
"17458","ENSG00000253023","RNU7-156P"
"17459","ENSG00000253032","RNU6-299P"
"17460","ENSG00000253057","RN7SKP57"
"17461","ENSG00000253065",""
"17462","ENSG00000253067",""
"17463","ENSG00000253073","RN7SKP295"
"17464","ENSG00000253077","RNA5SP169"
"17465","ENSG00000253093","RNA5SP179"
"17466","ENSG00000253098","RNU7-161P"
"17467","ENSG00000253104",""
"17468","ENSG00000253109","RPL12P22"
"17469","ENSG00000253110",""
"17470","ENSG00000253119","HNRNPA3P7"
"17471","ENSG00000253134",""
"17472","ENSG00000253141",""
"17473","ENSG00000253144",""
"17474","ENSG00000253146","CIR1P1"
"17475","ENSG00000253155",""
"17476","ENSG00000253159","PCDHGA12"
"17477","ENSG00000253163",""
"17478","ENSG00000253170",""
"17479","ENSG00000253172",""
"17480","ENSG00000253203","GUSBP3"
"17481","ENSG00000253213","USP12P1"
"17482","ENSG00000253218","KLF3P1"
"17483","ENSG00000253219","KRT18P41"
"17484","ENSG00000253224","PGAM5P1"
"17485","ENSG00000253236","LINC02143"
"17486","ENSG00000253244",""
"17487","ENSG00000253251","SHLD3"
"17488","ENSG00000253256",""
"17489","ENSG00000253261",""
"17490","ENSG00000253269",""
"17491","ENSG00000253295",""
"17492","ENSG00000253297",""
"17493","ENSG00000253298","LINC01845"
"17494","ENSG00000253305","PCDHGB6"
"17495","ENSG00000253311","LINC01847"
"17496","ENSG00000253315","LINC01932"
"17497","ENSG00000253321",""
"17498","ENSG00000253331",""
"17499","ENSG00000253333",""
"17500","ENSG00000253348",""
"17501","ENSG00000253357",""
"17502","ENSG00000253366","GUSBP16"
"17503","ENSG00000253370",""
"17504","ENSG00000253403",""
"17505","ENSG00000253404","CTNNA1-AS1"
"17506","ENSG00000253406",""
"17507","ENSG00000253417","LINC02159"
"17508","ENSG00000253422",""
"17509","ENSG00000253424",""
"17510","ENSG00000253428","LINC01942"
"17511","ENSG00000253439","CDC42P5"
"17512","ENSG00000253445",""
"17513","ENSG00000253447",""
"17514","ENSG00000253449",""
"17515","ENSG00000253456",""
"17516","ENSG00000253469",""
"17517","ENSG00000253472",""
"17518","ENSG00000253480",""
"17519","ENSG00000253485","PCDHGA5"
"17520","ENSG00000253492","CDH12P3"
"17521","ENSG00000253512",""
"17522","ENSG00000253519",""
"17523","ENSG00000253520",""
"17524","ENSG00000253522","MIR3142HG"
"17525","ENSG00000253527",""
"17526","ENSG00000253536",""
"17527","ENSG00000253537","PCDHGA7"
"17528","ENSG00000253538",""
"17529","ENSG00000253558",""
"17530","ENSG00000253572",""
"17531","ENSG00000253584",""
"17532","ENSG00000253591","KCNIP1-AS1"
"17533","ENSG00000253600",""
"17534","ENSG00000253613",""
"17535","ENSG00000253617",""
"17536","ENSG00000253618","GRPEL2-AS1"
"17537","ENSG00000253628",""
"17538","ENSG00000253630",""
"17539","ENSG00000253646","RPL6P32"
"17540","ENSG00000253647","KCNIP1-OT1"
"17541","ENSG00000253652",""
"17542","ENSG00000253653",""
"17543","ENSG00000253660",""
"17544","ENSG00000253673",""
"17545","ENSG00000253683",""
"17546","ENSG00000253686","LINC01484"
"17547","ENSG00000253687",""
"17548","ENSG00000253693",""
"17549","ENSG00000253698",""
"17550","ENSG00000253713",""
"17551","ENSG00000253725",""
"17552","ENSG00000253731","PCDHGA6"
"17553","ENSG00000253736",""
"17554","ENSG00000253743","MARK2P11"
"17555","ENSG00000253744",""
"17556","ENSG00000253766",""
"17557","ENSG00000253767","PCDHGA8"
"17558","ENSG00000253768",""
"17559","ENSG00000253772",""
"17560","ENSG00000253776",""
"17561","ENSG00000253785",""
"17562","ENSG00000253787","LINC02219"
"17563","ENSG00000253792",""
"17564","ENSG00000253798",""
"17565","ENSG00000253801",""
"17566","ENSG00000253807","LINC01170"
"17567","ENSG00000253811",""
"17568","ENSG00000253816","GUSBP14"
"17569","ENSG00000253825",""
"17570","ENSG00000253846","PCDHGA10"
"17571","ENSG00000253852",""
"17572","ENSG00000253858",""
"17573","ENSG00000253861","SLC2A3P1"
"17574","ENSG00000253865",""
"17575","ENSG00000253869","PIGFP1"
"17576","ENSG00000253873","PCDHGA11"
"17577","ENSG00000253886",""
"17578","ENSG00000253897",""
"17579","ENSG00000253900","CDH12P4"
"17580","ENSG00000253908",""
"17581","ENSG00000253910","PCDHGB2"
"17582","ENSG00000253921","ATOX1-AS1"
"17583","ENSG00000253925",""
"17584","ENSG00000253927",""
"17585","ENSG00000253940",""
"17586","ENSG00000253946","RPL21P59"
"17587","ENSG00000253947",""
"17588","ENSG00000253953","PCDHGB4"
"17589","ENSG00000253955","LINC02995"
"17590","ENSG00000253959","LINC01863"
"17591","ENSG00000253965",""
"17592","ENSG00000253966",""
"17593","ENSG00000253968",""
"17594","ENSG00000253978","TENM2-AS1"
"17595","ENSG00000253979",""
"17596","ENSG00000253980",""
"17597","ENSG00000253985",""
"17598","ENSG00000254011",""
"17599","ENSG00000254012","RPL10P8"
"17600","ENSG00000254035",""
"17601","ENSG00000254042","SLIT3-AS2"
"17602","ENSG00000254044",""
"17603","ENSG00000254047",""
"17604","ENSG00000254066","LINC01938"
"17605","ENSG00000254099",""
"17606","ENSG00000254106","LINC01848"
"17607","ENSG00000254122","PCDHGB7"
"17608","ENSG00000254130","LINC01947"
"17609","ENSG00000254132","MTND6P3"
"17610","ENSG00000254135",""
"17611","ENSG00000254138",""
"17612","ENSG00000254158",""
"17613","ENSG00000254163",""
"17614","ENSG00000254164",""
"17615","ENSG00000254170",""
"17616","ENSG00000254171",""
"17617","ENSG00000254186",""
"17618","ENSG00000254187",""
"17619","ENSG00000254192",""
"17620","ENSG00000254200","RPL7AP33"
"17621","ENSG00000254211","LINC01485"
"17622","ENSG00000254221","PCDHGB1"
"17623","ENSG00000254226","LINC01933"
"17624","ENSG00000254233","LINC02365"
"17625","ENSG00000254239",""
"17626","ENSG00000254245","PCDHGA3"
"17627","ENSG00000254246",""
"17628","ENSG00000254252","RPL7P20"
"17629","ENSG00000254256","RPSAP71"
"17630","ENSG00000254293",""
"17631","ENSG00000254295",""
"17632","ENSG00000254297",""
"17633","ENSG00000254298",""
"17634","ENSG00000254299","LINC01944"
"17635","ENSG00000254310",""
"17636","ENSG00000254328",""
"17637","ENSG00000254333","NDST1-AS1"
"17638","ENSG00000254335","CDH12P1"
"17639","ENSG00000254336",""
"17640","ENSG00000254350",""
"17641","ENSG00000254351","ARL2BPP5"
"17642","ENSG00000254363",""
"17643","ENSG00000254365",""
"17644","ENSG00000254373",""
"17645","ENSG00000254391",""
"17646","ENSG00000254531",""
"17647","ENSG00000254535","PABPC4L"
"17648","ENSG00000254701",""
"17649","ENSG00000254821",""
"17650","ENSG00000254893","RAP1BL"
"17651","ENSG00000254996","ANKHD1-EIF4EBP3"
"17652","ENSG00000255072","PIGY"
"17653","ENSG00000255408","PCDHA3"
"17654","ENSG00000255622","PCDHB17P"
"17655","ENSG00000255647",""
"17656","ENSG00000255723",""
"17657","ENSG00000255833","TIFAB"
"17658","ENSG00000255883","FUNDC2P1"
"17659","ENSG00000256043","CTSO"
"17660","ENSG00000256235","SMIM3"
"17661","ENSG00000256394","ASIC5"
"17662","ENSG00000256453","DND1"
"17663","ENSG00000258013","RPL3P13"
"17664","ENSG00000258834","DUX4L4"
"17665","ENSG00000258864",""
"17666","ENSG00000259603",""
"17667","ENSG00000259663","ISL1-DT"
"17668","ENSG00000259757",""
